Umag,Ts,Ta,alphan,sigmat,theta,phi,panang,Cd
6.600332000000000335e+03,4.710441999999999894e+02,9.886988999999999805e+02,1.750791999999999904e-01,5.010394000000000236e-01,-1.770194999999999963e+00,1.449557999999999902e+00,2.000000000000000000e+01,2.292361000000000093e+00
7.646412000000000262e+03,4.164125999999999976e+02,1.798123000000000047e+03,9.243124000000000340e-01,5.998175999999999508e-01,1.091671000000000058e+00,2.859363999999999795e-01,5.000000000000000000e+01,1.884862999999999955e+00
8.993646000000000640e+03,3.553559999999999945e+02,1.662269999999999982e+03,4.253562000000000176e-01,2.549795999999999729e-01,1.787584999999999980e+00,-8.373414999999998498e-01,1.000000000000000000e+01,1.577822000000000058e+00
7.196351999999999862e+03,1.017027999999999963e+02,1.156969000000000051e+03,4.221268000000000242e-01,5.795095999999999581e-01,1.650676000000000032e+00,-1.312867999999999924e+00,8.000000000000000000e+01,5.733679000000000414e+00
8.145444000000000415e+03,1.742830999999999904e+02,9.816381999999999834e+02,7.331727000000000105e-01,3.967746999999999802e-01,2.745443999999999996e+00,-1.186811000000000060e+00,0.000000000000000000e+00,1.521930000000000005e+00
7.113000000000000000e+03,2.727728999999999928e+02,7.986468999999998459e+02,2.506160000000000054e-01,9.626540999999999570e-01,2.701738000000000195e+00,-2.745900000000000007e-01,1.000000000000000000e+01,2.886321000000000137e+00
5.984042999999999665e+03,4.914982999999999720e+02,3.451290999999999940e+02,8.461448999999998666e-01,4.308039000000000174e-01,-1.240860999999999992e+00,-8.907659999999998357e-01,8.000000000000000000e+01,2.832019999999999982e+00
9.410982000000001790e+03,3.021392000000000166e+02,1.070008000000000038e+03,4.980382999999999893e-01,6.626891000000000309e-01,-2.110097999999999807e+00,-1.462973999999999997e+00,2.000000000000000000e+01,2.019177000000000000e+00
8.933536000000000058e+03,1.512978999999999985e+02,1.088083000000000084e+03,8.684159999999998547e-01,7.736315999999998638e-01,5.197308999999999957e-01,-1.159975999999999896e+00,8.000000000000000000e+01,2.828915999999999986e+00
9.452031999999999243e+03,2.747592999999999961e+02,1.164054000000000087e+03,2.511249999999999871e-01,1.590603999999999907e-01,1.682924000000000087e+00,1.102343000000000073e+00,1.000000000000000000e+01,1.496793000000000040e+00
5.713974000000000160e+03,4.133084999999999809e+02,1.480748000000000047e+03,5.910938000000000025e-01,7.164308999999999816e-01,8.194259000000000404e-01,8.145706000000000335e-01,5.000000000000000000e+01,2.265731000000000162e+00
9.118510000000000218e+03,4.146562999999999874e+02,1.103750999999999976e+03,4.958756999999999748e-02,7.709268999999998595e-01,-9.271251000000000353e-01,1.128656999999999994e-01,9.000000000000000000e+01,3.039127999999999830e+00
6.058686999999999898e+03,2.139550999999999874e+02,6.706644000000000005e+02,4.859537999999999913e-01,2.971953999999999985e-01,-1.191259999999999986e+00,-5.125450999999999757e-01,4.000000000000000000e+01,2.175278000000000045e+00
5.830801999999999680e+03,1.624569999999999936e+02,1.285376999999999953e+03,4.243698000000000192e-01,8.448253999999998376e-01,2.320241000000000220e+00,-8.282916000000000167e-01,7.000000000000000000e+01,2.310329999999999995e+00
8.827279000000000451e+03,4.904741999999999962e+02,1.507990000000000009e+03,6.741717999999999877e-01,7.618635999999998631e-01,-1.161658999999999997e+00,-1.236650000000000027e+00,3.000000000000000000e+01,3.038250999999999813e+00
6.338076000000000022e+03,3.287269999999999754e+02,1.318298999999999978e+03,9.770360000000000156e-01,7.687821000000000238e-02,-2.339329000000000214e+00,9.139102999999999533e-01,2.000000000000000000e+01,1.662889999999999979e+00
7.042842999999999847e+03,2.072539999999999907e+02,1.407391000000000076e+03,3.197250999999999843e-01,6.276928999999999981e-01,2.349717000000000056e+00,-8.630676000000000458e-01,5.000000000000000000e+01,1.294664999999999955e+00
8.474147000000000844e+03,1.282613000000000056e+02,1.730531999999999925e+03,6.583965999999999985e-01,7.033431999999999462e-01,7.432887000000000244e-01,3.125021000000000049e-01,5.000000000000000000e+01,2.126771999999999885e+00
6.345106999999999971e+03,1.698326000000000136e+02,1.024538000000000011e+03,4.363311999999999746e-01,7.736847000000000030e-01,-1.529784999999999950e+00,2.031963999999999992e-01,8.000000000000000000e+01,2.977656000000000081e+00
6.817953999999999724e+03,3.342744000000000142e+02,1.943798000000000002e+03,5.465856999999999521e-01,1.970927999999999916e-02,1.447203000000000017e+00,-7.863124999999998588e-01,1.000000000000000000e+01,1.310235999999999956e+00
6.624162999999999556e+03,1.170995000000000061e+02,9.758306999999999789e+02,2.800489999999999924e-01,1.404055999999999915e-01,2.591755000000000031e+00,8.275413999999999826e-01,4.000000000000000000e+01,5.392058999999999713e+00
8.299870999999999185e+03,1.337939000000000078e+02,9.172586000000000013e+02,8.578698999999998520e-01,6.348340999999999568e-01,-1.867793000000000037e+00,-1.285662000000000083e+00,8.000000000000000000e+01,3.915881999999999863e+00
8.018988000000000284e+03,4.324467000000000212e+02,1.918650000000000091e+03,3.873571000000000097e-01,2.608502999999999863e-02,1.077852999999999950e+00,9.354759000000000269e-01,6.000000000000000000e+01,1.786372000000000071e+00
8.490907999999997628e+03,2.116075999999999908e+02,9.256787000000000489e+02,9.957278000000000517e-01,3.467391000000000223e-01,1.461626000000000092e+00,-9.643595000000000361e-01,3.000000000000000000e+01,1.532988000000000017e+00
8.271799000000000888e+03,1.082944999999999993e+02,4.441691000000000145e+02,6.974226000000000036e-01,2.319616999999999929e-01,2.693537000000000070e+00,-2.603764000000000078e-02,4.000000000000000000e+01,1.999061999999999895e+00
5.661724000000000160e+03,1.735677000000000021e+02,1.743865000000000009e+03,1.278342000000000089e-01,7.071248999999999452e-01,-1.163872000000000018e+00,-9.452817999999999499e-01,8.000000000000000000e+01,4.188346000000000124e+00
6.677689999999999600e+03,1.899706999999999937e+02,9.452409000000000106e+02,2.166688999999999976e-01,1.798067999999999889e-01,1.307747999999999966e-01,1.448218000000000005e+00,5.000000000000000000e+01,2.252113000000000032e+00
5.577176999999999680e+03,3.342436999999999898e+02,1.401132000000000062e+03,3.666684000000000054e-01,6.491989999999999705e-01,1.156944999999999890e+00,8.547706999999999944e-01,8.000000000000000000e+01,3.108600000000000030e+00
6.554296999999999571e+03,4.364205000000000041e+02,1.030694999999999936e+03,6.629281000000000201e-01,1.546938999999999953e-01,-2.441275999999999780e+00,-5.935804999999999554e-01,4.000000000000000000e+01,8.720113000000000447e-01
7.380073000000000320e+03,4.842570999999999799e+02,2.559605999999999995e+02,6.036371999999999849e-01,7.479354000000000280e-01,2.211216999999999988e+00,-8.167664999999998399e-01,6.000000000000000000e+01,1.924603000000000064e+00
9.145650999999999840e+03,4.604850999999999885e+02,1.681130000000000109e+03,6.306886000000000436e-01,5.990540999999999922e-02,-2.569141000000000119e+00,-4.295816000000000079e-01,6.000000000000000000e+01,9.297874000000000416e-01
8.877190000000000509e+03,3.428355000000000246e+02,1.017133000000000038e+03,2.234954000000000107e-01,4.023951000000000056e-01,-2.441848999999999936e+00,-9.410954000000000264e-01,7.000000000000000000e+01,1.902314999999999978e+00
7.578117000000000189e+03,1.335972999999999900e+02,1.560700000000000045e+03,5.855673999999999602e-01,5.859727999999999604e-01,2.588198999999999916e+00,-5.152849999999999930e-01,2.000000000000000000e+01,1.646835000000000049e+00
7.539899000000000342e+03,2.726784999999999854e+02,1.339511999999999944e+03,1.388610000000000122e-01,3.964052000000000131e-01,2.218328000000000078e+00,-8.935714000000000157e-01,5.000000000000000000e+01,1.354605000000000059e+00
5.898453999999999724e+03,3.582006000000000085e+02,6.181992999999999938e+02,7.633014999999998551e-01,9.637881999999999838e-01,3.098072999999999855e+00,-4.406827999999999856e-01,0.000000000000000000e+00,2.650335999999999803e+00
8.818852000000000771e+03,3.871594000000000051e+02,1.386068999999999960e+03,5.286971000000000032e-02,4.930562000000000000e-01,1.869831000000000021e+00,6.803415999999999908e-01,7.000000000000000000e+01,3.087375000000000203e+00
5.876907000000000153e+03,4.165575000000000045e+02,8.559547999999998638e+02,7.146419000000000521e-01,7.754094999999998628e-01,-1.771037000000000028e-01,1.542475999999999958e+00,0.000000000000000000e+00,2.536990999999999996e+00
8.631322000000000116e+03,4.379843999999999937e+02,1.363057000000000016e+03,1.382475999999999983e-01,5.856748000000000509e-01,-3.446904000000000079e-01,-6.513830000000000453e-01,0.000000000000000000e+00,2.491607000000000127e+00
5.760011000000000422e+03,2.865255999999999972e+02,7.925606999999999971e+02,4.495346000000000064e-01,6.123714999999999575e-01,-6.722550000000000470e-01,-7.178252999999999717e-02,9.000000000000000000e+01,2.662043999999999855e+00
7.728449999999999818e+03,4.751082999999999856e+02,7.727163000000000466e+02,2.004738000000000075e-01,6.132841999999999461e-01,-2.478429000000000215e+00,-1.137334000000000067e+00,8.000000000000000000e+01,3.188499000000000194e+00
8.612698000000000320e+03,4.677452999999999861e+02,7.121516000000000304e+02,8.181564999999998422e-01,8.682853999999999850e-01,1.967333999999999916e+00,-6.646838000000000468e-01,6.000000000000000000e+01,2.133859000000000172e+00
5.710885000000000218e+03,3.968213999999999828e+02,8.200567999999998392e+02,2.885540999999999801e-01,8.571891999999999845e-01,3.486369000000000273e-01,1.355652999999999997e+00,3.000000000000000000e+01,2.487897999999999943e+00
8.808121999999997570e+03,3.444071999999999889e+02,7.258402999999998428e+02,9.561172000000000004e-01,1.699036999999999908e-01,1.826532999999999962e+00,1.312848000000000070e-01,1.000000000000000000e+01,1.838951000000000002e+00
9.009950999999999112e+03,1.347660999999999945e+02,1.450919000000000096e+03,3.488185999999999787e-01,8.727148000000000128e-01,-8.988416000000000183e-01,-6.064144999999999675e-01,0.000000000000000000e+00,2.542012000000000160e+00
9.274714000000001761e+03,3.632961999999999989e+02,1.120053000000000111e+03,3.888131000000000226e-01,4.796559000000000239e-01,-9.000249000000000166e-01,-1.185048000000000101e+00,2.000000000000000000e+01,2.432437000000000182e+00
9.214659999999999854e+03,3.009617999999999824e+02,4.186802000000000135e+02,6.625533000000000117e-01,5.328424000000000493e-01,2.909609000000000112e+00,-3.157858000000000054e-01,1.000000000000000000e+01,2.299800999999999984e+00
5.741722999999999956e+03,2.584529999999999745e+02,4.715384000000000242e+02,3.708616000000000135e-01,3.993727999999999723e-01,2.261867000000000072e+00,1.102230000000000043e+00,2.000000000000000000e+01,2.792905000000000193e+00
8.098573999999998705e+03,2.772717000000000098e+02,1.966065000000000055e+03,6.053266999999999953e-01,4.552929000000000004e-01,-1.173262999999999945e+00,-3.832560999999999884e-01,7.000000000000000000e+01,2.304152999999999896e+00
8.117060000000000400e+03,3.870817000000000121e+02,9.425760000000000218e+02,8.819787999999998407e-01,6.228021999999999725e-01,5.570604999999999585e-01,-1.206661999999999901e+00,5.000000000000000000e+01,2.564131000000000160e+00
8.276164000000000669e+03,3.445398000000000138e+02,4.739259000000000128e+02,2.663396000000000097e-01,1.005068999999999962e-01,9.115311999999999859e-01,-9.258815000000000239e-01,8.000000000000000000e+01,3.247236000000000011e+00
6.454470999999999549e+03,2.391551000000000045e+02,1.009264999999999986e+03,4.797274000000000260e-01,8.719261999999999846e-01,1.045989000000000058e+00,-2.776892000000000249e-01,4.000000000000000000e+01,2.739835999999999938e+00
6.990256999999999607e+03,3.326498000000000275e+02,9.006300999999998567e+02,2.146386999999999878e-01,4.994016000000000011e-01,8.869412999999998215e-02,8.434312000000000475e-01,5.000000000000000000e+01,1.914279000000000064e+00
9.187790000000000873e+03,2.689191999999999894e+02,2.381014000000000124e+02,4.395880999999999816e-01,5.060021999999999576e-01,2.294966000000000061e+00,-9.515588999999999853e-01,3.000000000000000000e+01,1.208487000000000089e+00
8.958341000000000349e+03,4.813254000000000019e+02,4.093562000000000012e+02,1.948845999999999912e-01,3.739200999999999775e-01,-1.313471000000000055e+00,1.280931999999999960e+00,0.000000000000000000e+00,1.616300000000000070e+00
6.212197000000000116e+03,3.264732999999999947e+02,1.712905999999999949e+03,9.579319999999999502e-02,9.744448999999999472e-01,3.143436000000000147e-02,-1.168312000000000017e+00,5.000000000000000000e+01,3.474940999999999836e+00
7.142435000000000400e+03,1.468798999999999921e+02,7.372800999999998339e+02,6.018744999999999790e-01,1.134378000000000053e-01,-2.125499000000000027e+00,1.012688000000000033e+00,8.000000000000000000e+01,2.937295000000000211e+00
9.486493000000000393e+03,4.114988000000000170e+02,2.899006999999999721e+02,3.300096000000000140e-01,7.674788000000000165e-01,1.349458999999999964e+00,-1.263500999999999985e+00,4.000000000000000000e+01,3.771234000000000197e+00
6.305360999999999876e+03,1.534595999999999947e+02,1.963409000000000106e+03,8.906568999999998626e-01,4.749174999999999924e-01,3.370068999999999981e-01,2.089392999999999945e-01,7.000000000000000000e+01,1.863987999999999978e+00
8.596659999999999854e+03,3.483138999999999896e+02,1.247078999999999951e+03,7.745172999999998531e-01,7.499603000000000519e-02,9.013273000000000534e-01,3.818212000000000272e-01,7.000000000000000000e+01,1.644948999999999995e+00
8.384110000000000582e+03,1.343531999999999869e+02,5.765321000000000140e+02,1.416572000000000109e-01,7.179172999999999805e-01,1.339460000000000095e+00,-9.730498999999999399e-02,1.000000000000000000e+01,2.809107000000000021e+00
6.549806999999999789e+03,1.189951999999999970e+02,3.344902000000000157e+02,7.521690999999998406e-02,4.978404000000000162e-01,1.247781999999999947e+00,-1.198936999999999919e+00,1.000000000000000000e+01,2.069418999999999897e+00
6.703640000000000327e+03,4.764501000000000204e+02,1.677709000000000060e+03,5.966360000000000552e-01,9.177834000000000270e-01,9.629790000000000294e-01,1.111452000000000107e+00,5.000000000000000000e+01,2.900415000000000187e+00
8.481502000000000407e+03,1.545870999999999924e+02,2.847950000000000159e+02,1.806038000000000088e-01,1.014107999999999954e-01,-2.593741000000000074e+00,-2.961030000000000051e-01,1.000000000000000000e+01,2.213360000000000216e+00
7.385841000000000349e+03,1.656621000000000095e+02,6.782204000000000406e+02,6.781059000000000392e-01,5.701203999999999716e-01,8.526550999999999991e-01,1.396293999999999924e+00,0.000000000000000000e+00,1.569555000000000033e+00
7.875996000000000095e+03,1.446882999999999981e+02,8.973967999999999847e+02,1.484701999999999966e-01,9.103860999999999759e-01,-2.222078000000000220e+00,-4.661084999999999812e-01,8.000000000000000000e+01,1.555312999999999946e+00
9.058185999999999694e+03,1.792067999999999870e+02,2.490213999999999999e+02,9.425586000000000242e-01,1.916509000000000129e-01,2.348710000000000075e+00,-6.247903999999999680e-01,7.000000000000000000e+01,9.991004000000001106e-01
7.815475999999998749e+03,4.938296000000000276e+02,1.847778999999999996e+03,9.635038999999999687e-01,1.408394000000000035e-01,-8.362401999999999891e-01,-1.492928000000000033e+00,9.000000000000000000e+01,3.206888999999999879e+00
9.369305000000000291e+03,1.409133999999999958e+02,1.198489000000000033e+03,7.977853000000000305e-01,9.419887999999999595e-01,2.195434999999999803e+00,1.939407999999999965e-01,4.000000000000000000e+01,2.741114000000000051e+00
8.833643000000000029e+03,3.477979000000000269e+02,1.882845000000000027e+03,9.253251999999999589e-01,7.851390999999998677e-01,2.810559000000000029e+00,-1.458004999999999995e+00,8.000000000000000000e+01,2.425698000000000132e+00
6.104822000000000116e+03,4.664624000000000024e+02,1.245869999999999891e+03,4.691740999999999828e-01,3.316095000000000015e-01,4.518303000000000180e-01,1.396569000000000005e-01,8.000000000000000000e+01,2.391601000000000088e+00
6.831684000000000196e+03,4.844913999999999987e+02,1.687647999999999911e+03,1.709521999999999986e-01,7.339341000000000337e-01,-1.925983999999999918e+00,1.010809999999999986e+00,6.000000000000000000e+01,4.564900999999999875e+00
9.207326999999999316e+03,1.473841999999999928e+02,1.589109999999999900e+03,9.378062999999999816e-01,3.454242999999999897e-02,-2.320342000000000127e+00,2.685047999999999879e-01,8.000000000000000000e+01,5.053471999999999964e-01
7.227090000000000146e+03,1.284566000000000088e+02,1.840326000000000022e+03,8.535496000000000194e-01,5.378792000000000018e-01,-9.940995000000000248e-01,-1.133415999999999979e+00,6.000000000000000000e+01,3.375201000000000118e+00
7.316029000000000451e+03,3.780321000000000140e+02,1.477565000000000055e+03,3.325877999999999890e-01,2.485109000000000068e-01,2.719418999999999809e+00,-5.743483999999999812e-01,1.000000000000000000e+01,1.690358000000000027e+00
6.029123999999999796e+03,3.081981999999999857e+02,1.629328999999999951e+03,7.230938999999998451e-01,8.838543999999998180e-02,-2.726872000000000185e+00,1.067747000000000002e-01,9.000000000000000000e+01,1.442766999999999911e+00
9.141751000000000204e+03,4.093885999999999967e+02,3.451804000000000201e+02,3.764085999999999821e-01,5.196079000000000114e-01,1.941505000000000036e+00,6.174988000000000143e-01,7.000000000000000000e+01,2.830683000000000060e+00
9.001104999999997744e+03,3.120047999999999888e+02,1.815500000000000000e+03,8.922081000000000109e-03,7.400687000000000237e-01,-2.329558000000000018e+00,-1.043741999999999948e+00,2.000000000000000000e+01,1.551790999999999920e+00
7.370076000000000022e+03,4.530296000000000163e+02,1.811787000000000035e+03,8.882314999999998406e-01,4.825656999999999863e-01,-6.500114000000000170e-01,-1.119796999999999931e+00,6.000000000000000000e+01,2.698004000000000069e+00
9.302134000000000015e+03,2.869504999999999768e+02,2.060458000000000141e+02,6.964251000000000191e-01,6.344591000000000536e-01,1.626513000000000098e+00,7.909861999999998616e-01,3.000000000000000000e+01,2.070180000000000131e+00
8.959029000000000451e+03,3.015400999999999954e+02,1.282744999999999891e+03,3.800261999999999807e-01,9.965079999999999494e-01,2.583207999999999949e+00,5.681967999999999464e-01,9.000000000000000000e+01,1.405753999999999948e+00
9.198140999999999622e+03,2.238640000000000043e+02,1.144863000000000056e+03,2.772292000000000090e-01,8.026396000000000086e-01,-1.090649999999999897e+00,-2.314584000000000086e-02,1.000000000000000000e+01,2.731482000000000188e+00
7.528121000000000095e+03,2.392898000000000138e+02,5.111816000000000031e+02,6.243374000000000423e-01,8.052696000000000298e-01,-2.261372000000000160e+00,5.292050000000000365e-01,3.000000000000000000e+01,3.275211000000000094e+00
8.040018000000000029e+03,3.080715999999999894e+02,4.498985999999999876e+02,6.238785000000000025e-01,8.414038999999999824e-01,-1.562262999999999957e+00,-6.151689000000000185e-01,3.000000000000000000e+01,2.392309000000000019e+00
8.518605999999997948e+03,2.301589999999999918e+02,1.545085000000000036e+03,8.859310000000000240e-01,8.321378000000000386e-01,1.909141999999999895e+00,-9.946783999999999626e-01,0.000000000000000000e+00,1.981484000000000023e+00
8.562043999999999869e+03,3.543496999999999844e+02,4.373263000000000034e+02,3.588486000000000176e-01,6.414824000000000082e-01,1.108421000000000101e+00,9.315949000000000035e-01,3.000000000000000000e+01,1.986264000000000030e+00
6.390145000000000437e+03,1.256946999999999974e+02,1.221366999999999962e+03,1.666542000000000023e-01,2.167150999999999939e-01,-1.679697999999999913e+00,1.184620999999999924e+00,9.000000000000000000e+01,5.400492999999999988e+00
7.677778000000000247e+03,3.917133000000000038e+02,1.227445999999999913e+03,3.367133999999999960e-01,7.474591000000000429e-01,-2.761724000000000068e+00,5.839246999999999632e-01,2.000000000000000000e+01,3.739653999999999812e+00
6.566704999999999927e+03,1.244613999999999976e+02,1.398377999999999929e+03,8.181530000000000191e-01,7.990466999999999986e-01,-2.050159999999999982e+00,-3.334155999999999787e-01,2.000000000000000000e+01,2.103167000000000009e+00
6.591421999999999571e+03,1.852556999999999903e+02,1.757265000000000100e+03,1.425424000000000135e-01,6.193805000000000005e-01,1.150862000000000052e+00,-1.351798000000000055e+00,3.000000000000000000e+01,3.273471999999999937e+00
6.744998999999999796e+03,4.427241999999999962e+02,1.526997000000000071e+03,8.033046999999999827e-01,7.873976000000000308e-01,-2.153299000000000074e+00,7.673221000000000069e-01,5.000000000000000000e+01,2.685335999999999945e+00
7.752470999999998639e+03,2.476023000000000138e+02,1.274016000000000076e+03,1.463019999999999876e-01,8.305181000000000369e-01,-8.066088000000000147e-01,-7.818317999999998547e-01,6.000000000000000000e+01,3.549256000000000189e+00
7.808347999999999956e+03,4.056035999999999717e+02,1.079045000000000073e+03,3.954217999999999900e-01,2.530348000000000042e-01,-2.758707999999999938e+00,-3.185417999999999861e-01,8.000000000000000000e+01,1.270875999999999895e+00
8.184726999999999862e+03,3.281010999999999740e+02,1.997021999999999935e+03,1.418648000000000131e-01,7.545001000000000069e-01,-1.141383999999999954e+00,1.191578999999999944e+00,5.000000000000000000e+01,3.362293999999999894e+00
9.359670000000000073e+03,4.352121999999999957e+02,3.508747999999999934e+02,3.874058000000000224e-01,2.946537000000000114e-02,2.062685000000000102e+00,-2.060417000000000151e-02,7.000000000000000000e+01,2.131749000000000116e+00
8.524663000000000466e+03,1.790708999999999946e+02,1.422723999999999933e+03,7.533064999999999900e-01,4.019767000000000201e-01,2.010793000000000053e+00,-1.323022000000000087e-01,5.000000000000000000e+01,9.144135000000002123e-01
6.218993000000000393e+03,3.229642999999999802e+02,1.225114000000000033e+03,1.647272999999999932e-01,2.132237999999999911e-01,3.498517999999999906e-01,4.805612000000000217e-01,8.000000000000000000e+01,1.764475999999999933e+00
7.058953999999999724e+03,2.584735999999999763e+02,4.473672000000000253e+02,8.508470000000000200e-01,5.751460999999999935e-01,2.668280000000000207e+00,-8.237915999999998462e-01,7.000000000000000000e+01,1.369718999999999909e+00
8.970229999999997744e+03,4.593344000000000165e+02,1.724799999999999955e+03,3.334619999999999806e-01,4.836038999999999755e-01,2.345609000000000055e+00,5.576955999999999580e-01,6.000000000000000000e+01,4.130823000000000356e+00
7.294082000000000335e+03,3.100045000000000073e+02,1.276824000000000069e+03,8.243407999999999847e-01,5.729271999999999837e-02,1.686398000000000064e+00,-2.787065000000000237e-01,0.000000000000000000e+00,1.787555000000000005e+00
6.392627999999999702e+03,1.312847999999999900e+02,1.804544000000000096e+03,1.300272000000000094e-01,7.064686999999999495e-01,-2.205569999999999808e+00,8.937195999999998364e-01,5.000000000000000000e+01,3.517910000000000093e+00
6.483615999999999985e+03,1.628110000000000070e+02,8.455221999999999980e+02,8.089104999999998658e-01,6.989537000000000111e-01,4.908172000000000090e-01,1.095595000000000097e+00,1.000000000000000000e+01,1.769957999999999920e+00
9.139194999999999709e+03,2.057661999999999978e+02,6.018176999999999452e+02,9.536325000000001051e-01,5.306999999999999496e-01,1.937006999999999923e+00,1.061582999999999943e+00,2.000000000000000000e+01,1.950785999999999909e+00
8.785620000000000800e+03,3.964843000000000188e+02,9.546300000000001091e+02,4.265473000000000181e-01,7.011399999999999577e-02,-2.626091999999999871e-01,1.493829000000000073e+00,4.000000000000000000e+01,1.830306999999999906e+00
8.341929000000000087e+03,4.355140000000000100e+02,1.195381000000000085e+03,5.731564000000000103e-01,5.510601000000000527e-01,-6.202338999999999769e-02,1.264812999999999965e+00,6.000000000000000000e+01,2.192737999999999854e+00
9.287771000000000640e+03,3.039427000000000021e+02,3.945839000000000283e+02,3.438720000000000145e-03,9.958466999999999736e-01,-7.463275000000000325e-01,-2.194233999999999907e-01,7.000000000000000000e+01,3.013703000000000021e+00
8.748559999999997672e+03,3.569221000000000004e+02,1.836354000000000042e+03,4.715393999999999974e-01,4.504193000000000224e-01,1.105234000000000050e+00,6.327317000000000080e-01,2.000000000000000000e+01,1.874554999999999971e+00
9.371453999999999724e+03,3.947737000000000194e+02,6.528932999999999538e+02,4.687921999999999922e-01,9.027020000000000044e-01,9.557122999999999591e-01,9.964425000000000088e-01,2.000000000000000000e+01,2.005784999999999929e+00
6.735775999999999840e+03,1.424001000000000090e+02,2.296738000000000000e+02,7.302788000000000057e-01,9.046374999999999833e-01,1.246250999999999998e+00,-1.151002999999999998e+00,6.000000000000000000e+01,4.112729999999999997e+00
7.621127999999998792e+03,2.940745000000000005e+02,1.845929000000000087e+03,5.848120999999999459e-01,4.948914999999999842e-01,2.923084999999999933e+00,-8.470788999999998570e-01,6.000000000000000000e+01,1.065234000000000014e+00
8.409665000000000873e+03,3.823650000000000091e+02,1.678252999999999929e+03,3.567832000000000225e-01,4.391998999999999764e-01,-4.103015999999999885e-01,1.116767999999999983e+00,9.000000000000000000e+01,3.030517000000000127e+00
8.169234999999998763e+03,4.285009999999999764e+02,1.038614000000000033e+03,2.494703000000000059e-01,3.909537000000000151e-01,-1.603209000000000106e+00,5.601975000000000149e-01,5.000000000000000000e+01,2.274558999999999997e+00
7.064819000000000415e+03,2.690484000000000151e+02,7.381885999999998376e+02,1.141227999999999965e-01,5.765114999999999545e-01,-2.552245999999999793e+00,4.081715000000000204e-01,6.000000000000000000e+01,4.340466000000000157e+00
5.750064000000000306e+03,2.688878000000000270e+02,8.128816000000000486e+02,9.668556000000000372e-01,3.038481000000000098e-01,-2.940101999999999993e+00,7.113097999999999643e-02,7.000000000000000000e+01,1.675847000000000087e+00
8.504931000000000495e+03,1.708897000000000048e+02,4.915923000000000229e+02,8.556981999999998534e-01,9.424394999999999856e-01,2.388857999999999926e+00,-9.729238999999999526e-01,5.000000000000000000e+01,1.530748999999999915e+00
9.272684999999999491e+03,2.232900999999999954e+02,1.783685999999999922e+03,5.129331000000000168e-02,9.617740000000000178e-01,-7.816478000000000037e-01,1.045106000000000090e+00,8.000000000000000000e+01,3.907083000000000084e+00
6.473528000000000247e+03,2.235439000000000078e+02,1.638888999999999896e+03,6.817121999999999904e-01,4.394650999999999974e-01,-2.310691999999999968e+00,-5.575841000000000269e-01,8.000000000000000000e+01,1.194042999999999966e+00
7.295019000000000233e+03,1.210875999999999948e+02,3.110226999999999862e+02,7.237869000000000108e-01,8.512608999999999870e-01,-1.030316999999999927e+00,1.493837999999999999e+00,2.000000000000000000e+01,2.053983999999999810e+00
6.035177999999999884e+03,3.108142000000000280e+02,1.130919000000000096e+03,8.879776000000000336e-01,8.347938999999998666e-01,-1.139494999999999952e-01,-4.812997999999999998e-01,4.000000000000000000e+01,2.446909999999999918e+00
5.682304000000000087e+03,4.368217999999999961e+02,2.591250999999999749e+02,9.276828000000000296e-01,8.612229999999998498e-01,1.077012000000000080e+00,-1.384395999999999960e+00,1.000000000000000000e+01,1.862938999999999901e+00
7.968514000000000124e+03,2.287033000000000129e+02,1.744146999999999935e+03,4.256813999999999876e-01,5.200491999999999893e-01,-1.746652000000000093e+00,-1.568815000000000071e+00,7.000000000000000000e+01,5.351191000000000031e+00
9.484218000000000757e+03,4.641492999999999824e+02,3.317982000000000085e+02,6.545718000000000369e-01,1.529370999999999925e-01,3.086921999999999944e+00,5.819838999999999984e-01,4.000000000000000000e+01,4.365817999999999977e+00
5.984275999999999840e+03,1.761434999999999889e+02,8.705597000000000207e+02,2.998852000000000184e-01,9.615859000000002155e-01,-1.276318000000000064e+00,6.281050999999999718e-01,4.000000000000000000e+01,2.656194000000000166e+00
6.989909999999999854e+03,3.840316000000000258e+02,1.286577999999999975e+03,4.173342000000000024e-02,6.749760000000000204e-01,-2.161122999999999905e+00,1.365668999999999911e-01,6.000000000000000000e+01,3.011887000000000203e+00
8.590559999999997672e+03,2.718274999999999864e+02,1.706294000000000096e+03,4.140310999999999853e-01,5.469707999999999792e-01,-2.786172999999999789e+00,1.444255000000000067e+00,2.000000000000000000e+01,2.722881000000000107e+00
5.778972999999999956e+03,2.746515999999999735e+02,7.600643999999998641e+02,9.032930999999999599e-01,3.347418999999999811e-01,2.201922999999999853e+00,-6.177614000000000161e-01,3.000000000000000000e+01,1.086200000000000054e+00
6.010148000000000138e+03,4.827894000000000005e+02,5.379663000000000466e+02,8.020779000000000103e-01,9.209952999999999612e-01,3.040518000000000054e+00,-8.437875000000000236e-01,9.000000000000000000e+01,2.354387000000000008e+00
8.725994000000000597e+03,2.778729999999999905e+02,1.829824000000000069e+03,5.286539000000000099e-01,2.534954000000000027e-02,-2.912621999999999822e+00,-6.725313000000000541e-01,3.000000000000000000e+01,7.121039999999999592e-01
5.626198000000000320e+03,1.364758999999999958e+02,4.100684999999999718e+02,9.238587999999999800e-01,7.152380000000000404e-01,3.076044000000000000e+00,-2.667130999999999807e-01,9.000000000000000000e+01,1.946426999999999907e+00
